comment,sentiment
ne demiş ünlü filozof profesör doktor ines batur sungurtekin azim calisma mutluluk,neutral
kizlar kizlar,neutral
aris o benim emojimdi,neutral
ay noluyo noluyo,neutral
hangi miray,neutral
oldum,neutral
duruun enes batur olmam lazim,neutral
kus olduklarimla barismam lazim bi dakika sclass tayfa gelsin,neutral
ppt ecrinle biz bulusucaz,neutral
sclass sclass bagira cagira,neutral
yeni gelmedik geri geldik😈😈 sclasstayfa,neutral
ben ne alaka mi cigdem hep vardim ben 🥺,neutral
cıldırdım,neutral
bana hangi eylül verdi pınını şuan,neutral
gerginlesmeyin vizelere xalisin,neutral
reno mevzu var dedi,neutral
reno ne alaka anlamadim bn,neutral
sea,neutral
asiri uykum var btw,neutral
cokkomikk,neutral
cok merk edip baktm,neutral
ppt cagirdi beni geberr,neutral
"khonsu hesap adi
chseyl4",neutral
diger hesap fenasal spamlı damn adamım,neutral
eylul pın beklerken agac oldum dallandım versene,neutral
reno gijdıllağın tekisin biliyorsun değil mi sana harcadığım zamana yazık,neutral
ıyı hos geceler mıllet,neutral
tek başına konuşmaya bile cesaretin yok sürünü çağırıyorsun hemen reno,neutral
sclass tayfa babaniz aqq,neutral
reno slm naber,neutral
hevesini kırmak istemiyorum ama canım da istemiyor,neutral
esma sclass tayfa geri döndü derken ciddi miydin,neutral
bibok bilmeyenler konysmasin,neutral
yeni insanlar spawmlanmış,neutral
bir gün tepemin tası atıcak ve o gün yrrmı cıkarıp kesin qmk diye bagıracagım,neutral
siyah,neutral
bu eylül aşireti kaç kişi böyle,neutral
khonsu ben sana pinimi veririmmm❤❤❤,neutral
ya ben trol falan yapmıylrum papatya nıye dıyonuz ben en son sedat olmustum bilen bilir,neutral
yeni gelmedik geri geldik,neutral
bilinmeyen userler 😂😂😂,neutral
sclass tayfanin babalqri geldi,neutral
yavuz hocamın bu sene emekli olacagini biliyor muydunuz,neutral
esmaya kım karıstı,neutral
pptyanın agalari olarak geldm,neutral
kolanın bile esmeri,neutral
hiç lunaparka gittiniz mi,neutral
bır sey dıyınce hemen toplanıp vatan savunur gıbı laf atan ama cevap verince ortadan kaybolan ınsanlar mesela,neutral
nolmus lan,neutral
577k,neutral
oha yıllar sonra bir sey ogrendim,neutral
ilk regl oldugunuzda kac yasindaydniz,neutral
arıyo,neutral
eylül namusum uzerine yemin ederimki fake sin. rezil olmak istemiyorum sev falan olmayalim,negative
focus group iğrenç bir şey,neutral
burada bitti biz kaçar hadi😞,neutral
inej osurugu kokusu gekiyor sanki burnuma,neutral
ben sclass zamanina isinlanmak istiyorum,neutral
hayirdr neden wp bildirimi kapattin benden mi rahatsiz oldun,neutral
remo uwu gırl ol bakım nasıl oluyomus 🤣,neutral
saclarımızıtarayalım,neutral
annem tatilde olduğu icin matcha içemiykrum,neutral
ooo fanlarim varmis haberim yokmuss.nasilsin a,neutral
her yoruma kalpli emoji atan kız trolü yapan erkekdir,neutral
niye dedektifcilik oynuyosunz,neutral
tamam o zaman ben bi kayinbabama yemek götürüp geliyom,neutral
omzum ağrıyor,neutral
a aris mi imdat,neutral
arkadaslar neden burada konusuyoruzz o kadar kisinin icinde?,neutral
benim hayaletim falan olma lütfen,neutral
elestırı yaparken de mı ızın alıyorduk,neutral
"ben ni tatlj olsam ne olurdum ☝🏻
yasemn sayesinde bu soru aklıma gedli teskkürker yasemn😘",neutral
bokunu çıkarttınız iyice,neutral
tamm ya sıkıntı bende değilmis,neutral
arkadaslar siz beni terleseniz bile ben size iyi seyler yazinca sıkıntı yoktu.ben sizinle sizin gibi konusunca mı sıkıntı oldu?,neutral
cay icer nisinz,neutral
of cok sıkıcılastı ya👎🏿,neutral
dun,neutral
kız esma seni cidden sevdim sen ve renoyu💗💗💗,neutral
sadece burada yorumlarda gördüğünüz birinin olgunluğuna laf edebilecek haddiniz yok,neutral
oğlum ya,neutral
gülmekten ölücem,neutral
yas ınandırıcı gelmıyoe,neutral
esma and reno=🧠,neutral
bunlar türüyor... cok komik,neutral
"cidden su ortamdaki zeka seviyesini esma,reno ve ben yükseltiyoruzzzz",neutral
feriha,neutral
"tamam ""tramisuyemekistiyorum"".",neutral
hazal🕺🕺,neutral
balım🥺???,neutral
ayni tarihte youtuba girmisiz?olamaz mi,neutral
bu arada eylul ya da memoli neyse ne herhangi rastgele biri de olabilir cunku sclass zamanında rastgele biri gelip troll yapmisti,neutral
rhinonun anlami gergedan oldugu icin demesi cok normal degil mi abartmayin,positive
buldum,neutral
meriç💔,neutral
he needed more than me,positive
konus esma queen.arkandayimmm,neutral
zerre tahammülüm yok,neutral
gergedan demesinde ne var aq cete misiniz i̇svai̇zhai̇sjajsja,neutral
lan ben dün aksam biraz burada takildim.sonra kuzenime gittim?memoli kim ya kiz mi erkek mi?,neutral
so good i love your music videos,positive
bnm,neutral
who in 2025?👇❤,neutral
esma ne diyorsa haklidir,neutral
lakap filan mi??,neutral
lan memoli diye isim mi olur aq,neutral
dimiii.esma cok hakli.,neutral
haaa  memoli olmadıgının kanıtıymıs bu tamam,neutral
i̇ki gub once kizi seviyordunuz ne oldu da bu kadar agresif oldunuz 😮,neutral
memoli kim be,neutral
kendimi destekliyorum elacıgım.e insanin kendini sevmesi çok önemliiii,neutral
eğer başını alıp kaçıp giderse,neutral
yine ortalık karismis,neutral
"eylül, memoli her kimsen sg artık",neutral
noluyor lan,neutral
eylül niye hesap değiştirip kendine yanıt veriyor,neutral
bilmem yasemin sen yemek ister misin😊😊bana sorduguna göre cok seviyorsunnnn o seyi.e ne demisler atalarimiz kişi kendinden bilir isiii,neutral
ölüm gibi bir şey oldu ama kimse ölmedi,neutral
cloud 9,neutral
ne istedin de vermedim,neutral
bekle dedi gitti ben beklemedim o da gelmedi,neutral
"ben sufle sevmem ki😕😕😕ne yapacağız arkadaslar.bu duruma cözüm bulunnn lütfennn.
nkajaojwoajaiw oğlum (cok havaliyim su andaaa)",neutral
eylül her kimsen bku yedin aklın varsa sakın çıkma ortaya,neutral
gördüm eylül.,neutral
olm dun bu kız minnos minnos davranmıyor muydu bugun noldu ne icirdiniz 😢,neutral
khonsu eylül olmus,neutral
ders yokken sıkılıyorum,neutral
"rhino'nun beni sevmesi gerekiyor.çünkü ""gergedan"" beni sevmezse hayatıma devam edememm🥺🥺🥺😨😨😨",neutral
rhino beni sevmemisss arkadaslar😢😢😢 .cok üzüldümmmm😭😭😭😭😭😭,neutral
bakın beni sevmiyormuş öyle söyledi,neutral
i̇yi̇yi̇ at suratin dana sarildigini gordun mu ciglik atiyorum,neutral
bi an önce salı gününe ışınlanalım mı,neutral
bana niye konuşma söz hakkı yok,neutral
aaa ama rhino kıskanma seni de cok sevdim bennnn💜💜💜,neutral
ben iletirim btw,neutral
sude'yi çok sevdim benn💜💜💜💜,neutral
@ela şu kıza ses atar mısın çay kahve ne istersen yaparım,neutral
benimkiler gelmiş yatsanıza,neutral
of ses kaydi,neutral
aaa sude gelmis.hosgeldin sudeeee,neutral
neden ela?kız kendini savunamıyor mu😮😮😮,neutral
ya sabır,neutral
bak normalde sebebini söylemem.üsenmedim yazdim neden sana ısrarla yazmadıgımı değerimi bill😉😉,neutral
allah'tan iki fotoyu yan yana getirxen chatgpt aqq,neutral
seni erkek sanmistim.gıcıklığımdan degil yaniii,neutral
la ti na,neutral
yaa cokk üzüldüm iyiiii😖😖😖😣😣,neutral
istediğin kadar selam de sana cevap vermicem,neutral
aaa fifty fifty nin s.o.s sarkisi aklima geldiiiii,neutral
kendimle onu ayni karede uaocam skmdi iyi ki chatgpt var 🥺😔,neutral
attıgım yorumlar siliniyoooo🥺🥺🥺,neutral
reno az kaldi seni prviime bile alcam aryik,neutral
max 9 mu,neutral
reno ile nasi daha önce konusmadik hala anlamiuom,neutral
ayyy selammm arkadaslarrr💕💕💕💕,neutral
of imdat,neutral
ay kizlae slm,neutral
napıyon,neutral
bugün velma olmuşum,neutral
yarın kutuphane date var😏pazar gunu acik kutuphane icin sabah 6da yola koyulacağım ama değer,neutral
aglayacagim galiba,neutral
sp mi yedim ya,neutral
beni sevmeyen biriyle nasıl barışırım,neutral
anladım🥱kes hoca,neutral
lütfen biri neisseriayı sustursun,neutral
hayaq yine kalbim sıkıştı,neutral
ıy,neutral
cok guzel oldu cigdem,neutral
notlar sadece hocaların egoları senin gerçek notların değil çoğu zaman o yüzden sen sadece işi öğrenmeye bak,neutral
of biliyor musunuz ben ahmet haşim'e çok üzülüyorum annesi küçükken ona hep gündüzleri dışarı çıkma çok çirkinsin dermiş hiçbir zaman gündüzleri dışarı çıkamamış çirkinim insanlar benimle dalga geçer diye hep geceleri çıkmış dışarı,neutral
duvar olsan,neutral
berbat bir gün ve haftaydı,neutral
ben geldimm,neutral
birinci sınıfta bir ders vardı hesap makinesi serbestti finalinde 40. dakikadan sonra bırakıp kaç alırım hesaplaması yapmaya başladım,neutral
"bana icon bulsaniza 
spm ydm😢",neutral
6 saat matematik çözmeyi 4 saatlik sınava tercih ederim,neutral
eylul en yakin arkadasim nasilsin,neutral
6 saattir matematik cozuyorum kafam yamuldu artik,neutral
kahve ister misiniz,neutral
yaptigim makatna yetmedi mi👎🏻,neutral
wifi'm gitti,neutral
sude hanım hakaret davası,neutral
bağımlılıklarimi bırakıyorum day 1,neutral
rhino baya sevdim seni çok samimisin💗,neutral
spotify benimle ne derdin var senin,neutral
bayatlamış,neutral
geçen sene,neutral
pff hadi ya,neutral
stajyer bozuntusu,neutral
annem bi kac yildir ust uste en cok kitap okuyan olarak birinci oluyo diye,neutral
ben renoyu çok sevdım,neutral
sude pfp çok hoş duruyor,neutral
kahve dokundu ya,neutral
kapat,neutral
buble pop electric,neutral
ooooof dağlae,neutral
ee reklam bitse de ben dylanımı izlesem,neutral
lolcü sevgilim olsun 40 yıl kölesi olurum,neutral
nası gidiyorr 💗💗,neutral
sudeniztk,neutral
2 gün önceki yorumlar gözüküyor,neutral
selam geldınız mı 🫣,neutral
jultty,neutral
sinirimi bozdu ya,neutral
"_saturday's musical ballad. fantasy is among you, stay friends._
*walkin on water x love race*
_skz x sf9_  *_it's live_*",positive
"stay excluding a felix from a duo song truman in order to engage in a petty fanwar with enhypen fans. you all gave 100% of the credit to han in order to defend him from another fandom. 

u ppl could have said that a unit song is ending the song of a whole group. stay can't even fight properly now.

then why are yall not using a solo han songs, should i tell you the reasons?

stay are just discrediting felix in all the qrts of  just because of a stupid fanwar (that you guys started between) as if that was justifiable. 

nobody cares what beef you guys got with enhypen fans you guys have been discrediting felix from truman song.",negative
"primo ascolto: cos'è questa 💩
secondo ascolto: boh ci sta....
terzo ascolto: walkin on waterrrrr❤❤❤❤❤❤❤❤❤",neutral
509k,neutral
"509k, keep going stay ❤",neutral
essa e musica e muito linda e perfeita❤❤❤💙🤍,neutral
"wow, just wow",neutral
we r stirk,neutral
hey  biny it's me jazz's sister hi nice to meet you even though i haven't seen you,positive
siempre pensé q los coreanos eran pura mierda pero esto me lo a recomendado mi amiga y dios esto es arte,neutral
491k,neutral
"489k
everyday supernatural ~",neutral
sigamos para cuando salga el nuevo cb necesitamos que siga avanzando walkin on water wow,neutral
han,neutral
the lyrics are 🔥,neutral
start! も盛り上げて行こう！,neutral
changbin marry meee,neutral
imdat ya,neutral
0:45  i:n what !! i'm dead,negative
banger wow,neutral
0:36 hi harry,neutral
seungmin🎉🎉,neutral
"stayです！
ホントnexzの成長に目が離せません😆
今回も応援しています！",neutral
"attention to all kpop fans the person who tried to make felix ( straykids) blind is now attempting to make lee know(straykids) blind, using laser pen. blind with sharp dartson august 24th-25th. apparently they will also harm hyunjin (straykids). please spread this message on all platforms, if possible, so jyp can see this. requesting all stays and all other fandoms to spread this information by copy and pasting, making videos or some sort of way to spread this information (i saw somebody comment in other channels got the news from kimjense pleaseeeeee spread the message if you like stray kids or not and great if you have a channel then pls post about this",negative
stray kids hello i am sorry seriously  from singing and dancing in the moonlight lyrics meaning songs about missing someone because of you guys are having,negative
skz forever ❤,neutral
"buenas noches muchachos, que te vaya muy bien en tu viaje y llegues sana y salva a tu destino, muchas fuerzas pisa, nao sé que nos depare el día de mañana pero yastamos redi para eso 🗣️, que te vaya muy bien en tu vuelo y que llegues bien ❤️, ahora si que literalmente, nos vemos mañana 🙉 los tqm chikitines",neutral
yo tengo uno unisex pero la vda que nose si te gustw,neutral
q jevi,neutral
tmb necesito comprwr un perfume 😊,neutral
voy a conocer a lic. goku y a un chef pisa 🙀,neutral
na amigo la nta ni estoy cayendo q voy a conocer al mismisimo crwador del estrim y a belinda,neutral
confirmame a qué hora llegas,neutral
"yastoi por mimir yo creo, por si de una vez si ocupan decirne algo más",neutral
they copy soty..,neutral
"本当に素敵♡

stayの皆様がnexz にコメントを下さって感謝しています♪
stray kids先輩の
花王のコマーシャル映像も素敵でした〰️♡",neutral
la trad xdd,neutral
puras excusas para vernos de nuevo,neutral
yo iba a pasar x las playeras de veracruz y se me olvidó 😞 disculpenmen,neutral
como se llaman las papas,neutral
llevando todo el polo norte en una mochila 🎒,neutral
les iba a llevar unas papas p3ro no cabia 😢,neutral
pensaba hacer pero siento q voy a caminar bn raro,neutral
les llevo dulces y unas galletas de mis tierras😊,neutral
no se puede aplicar lade llevarte puestos varios pantalones y camisas y sueteres?😊,neutral
lamentablemente no voy a poder llevar a libicho pq no me da el espacio :'',neutral
o mejr me cambio q wewencha,neutral
a mi me vas a ver en pijama xd,neutral
debería dormir temprano para poder despertarme a taim,neutral
recuerdame a qué hora salesde tus tierras,neutral
el primer ootd q me van a ver son unos skiniyis q traigo desde ayer nimodo,neutral
yo tengo q comprar shampoo y jabón 😊,neutral
entiendo los nervios pero aunque sea unas horas pq mañana te vamos a traer de aquí para allá😊 ( posiblemente),neutral
gracias por avisar lo compramos con las pilas en la bodega,neutral
me tocará comprar pasta d dientes y una base en cdmx 😊,negative
siento q no voy a dormir hoy xd,neutral
apoco ya 8:30,neutral
malo buuuuuu,neutral
cok soguk,neutral
uyumadn önce bi tuvalete gidm dedm parmsgım kapıya sıkısto ya sabır ya sabır,neutral
they say im too young to love you,positive
çok şükür,neutral
"55m, let's reach 65m",neutral
ya nedennn,neutral
ben şebnem gürsoyum,neutral
buz gibi,neutral
o kadar bahsediyorum ki arkadaslarım bıktı,neutral
cisim geldi,neutral
laaan,neutral
april 2025?,neutral
yazik lan,neutral
yt çok kasio iyi geceler size fazla muhatap olmayın sunla da,neutral
uyuya kaldı sanırım,neutral
mal mi bu kiz,neutral
nereye gitti la bu daha babasina izletmedim,neutral
lutfne kim olduklarını bulun ben uyuyacagim sanidm,neutral
merhaba ben iyiyi,neutral
ben ananihukkku nonuna nakmin diye buyu yapcam memoliye,neutral
"herkes:a
memoli ve eylül: ❤️❤️❤️🩵🩵🩵

ben: kocaman paragraf 
memoli ve eylül:",neutral
var ya burasi yt olmasa hayatinizda gördüğünüz en agir sovusu yapardim,neutral
olmanani9luzncigrubunas1kt!rtiptumrklampanolarindanacarbabanaizletirim,neutral
dedikodu yapmao,neutral
memoli ve eylül iyiyiye gelinxe niye crvao vermiyorsunuz 😡😡,neutral
geldim reno,neutral
memoli sence hiç mi şansım yok,neutral
lan çi̇ğdem sen mi̇si̇n mk,neutral
kaynanama da yuruyo by,neutral
nida sakin olll.benim senin ananla isim yok merak etme.ben sadece terbiyelilerin anasini severim😍😍,neutral
bunlar kim ya ? pardn kapiyi kapatabilir misiniz,neutral
sövebilir miyim,neutral
misa cok güzel.anan var mi yavrummmm,neutral
misa ben de ananas olim mi,neutral
aga bunlar ki̇m acyle uğraşirken odaklanamadim,neutral
khonsu bu şu son yaptıklarından belli,neutral
spm yedim,neutral
yasemin küfur etme cocugum cokk ayip.annen filan duymasin kizar yoksa,neutral
gülerken,neutral
nidanin annesi de cok guzeldirrr😍😍😍,neutral
yatma vaktiniz geldi cocuklar hadi yataginizaa,neutral
benim peşimde aylardir takıntılı sapık batuhan œsi var aq,neutral
nida neden bu kadar guzelll❤❤,neutral
tamam arkadaslar net khonsu bu,neutral
ama o merice asik😔😔,neutral
sena ya asigimmmm,neutral
ning,neutral
iyyy lan olum su eylül mudur nedir ne yapmacık lan.bence 7 en fazla 8 yasindaaa,neutral
nisa da benimle evlenebilir.sıkıntı degil benim için🤩🤩🤩,neutral
memoli senayi birak bana yapış ben takintili sapiklarw alisigim,neutral
misa evlen benimleee lütfen askimmmm❤❤❤❤,neutral
sena evlen benimleee lütfen askimmmm❤❤❤❤,neutral
"üç mavi kalp eylül üç kırmızı kalp memoli 
my favorite ship",positive
memolinin anlami ne bayılcam,neutral
benim harika yöntemlerim vardır kim olduğunu öğrenmek için ama travmslarım tetiklenir,neutral
sena yi cokkk sevdimmm❤❤❤,neutral
ya askim,neutral
oha resmen elaya benziyor,neutral
memolinin yorumlarını okurken mükreminin sesi ile okuyom çok iyi oluyo,neutral
nidaa,neutral
bir stay olarak stayleri cok severim💗💗💗,neutral
nolmuş,neutral
memoli ne,neutral
sena bu kadar soru sorma sıkıldımmm,neutral
ben niye gece acikiyom,neutral
arkadaslar ask olsun ben korkunc muyum😞😞😞🥺🥺🥺💜💜💜,neutral
beynim,neutral
3 deyince eylule(abdulkadir) dalıyoruz arkadaslr,neutral
olm bu kim sarjim bitiyo tum olayi kaciricam,neutral
memoli kim heoiniz taniyo gibi tepki verdiniz sadece ben mi bilmiuorum,neutral
bayılcam ımdat,neutral
kız asırı rahatsız edici vıcık vıcık konusuyo sinirden okuyamadım lan siz nası konustunuz,neutral
dimi arkadaslar her seyin en dogrusunu sena bilirrr💜💜💜,neutral
korkudan kalp krizi geciricektim anne,neutral
eylül sen ersin misin,neutral
telefonu kemirecem ha sinirden,neutral
❤❤❤i love❤❤❤❤,neutral
ac kapat artık,neutral
tt olur lilyy😭😭 111.hy olmasi lazim,neutral
ellerim buz tuttu sinirden,neutral
おはようございます♪nexzのカムバックにご協力いただきありがとうございます♪,neutral
en sevdiginiz dondurma ne,neutral
eylül bakacan mı cnm bnm,neutral
liliyuyyy iiii ve gg olan var mi sen de,neutral
eylül bi bak hele buraya,neutral
arkdslr korkuyrm,neutral
dıp dıp dıp dıpp,neutral
yunus kim ya?? çigdem bana yunusum desene dedi ben de oyle yazdimm.aranizda taniyan var mi? o olmakla suclaniyorum.yemin ederim ki tanimiyorum,neutral
of yasemn daha büyük bi sorun var,neutral
çi̇ğdem gel.,neutral
maalesef ölmedim yasitorum,neutral
kşm lan o dangalak,neutral
enaıi lily😡,neutral
mama asked me what my plan is for the future,neutral
straykids danger is coming sombody is trying to blind leeknow with a laser thingy and is gonna harm hunjuin warning for ertirnal danger coming towards maybe pls stay on the lookout,negative
şu an kitap okuyo bana,neutral
yasemin olaysal gelişmeler var,neutral
bugun kar yagdi ve aniden durdu gunes acti sonra siddetki ruzgar esmeye basladi,neutral
yarın yağmurlu olmasa yapacağım kombinler 😔,neutral
kapatmama izin vermiyor kapat yeto yarım saat oldu 10 dakika demişti,neutral
su,neutral
bir gun her sey cok guzel olacak,neutral
sude yanlış anladıysan kusura bakmaa🙏🏻🙏🏻🙏🏻🙏🏻,neutral
let me in,neutral
hem kıskanıyo hem itiyo😒😒,neutral
"372k
walkin on water ~",neutral
kaçırılan şanslar bir daha gelmez,neutral
biraz hizli sarj olsan bu turbo niye var,neutral
rhinolexxx'in ppleri neden bu kadar güzelll💜💜💜,neutral
of sikildim,neutral
hayat hikayemi anlatsam 3 sezonluk dizi cikarrr,neutral
kalbim sıkıstı,neutral
yarım saattir sizo gibi konusuyormusum,neutral
eylul arkadas olmamiz icin biraz kendinden bahset tanimadan olamayiz,neutral
enayi,neutral
looking like a whole meal😋,positive
gerçeklik neye inandığımızdır,neutral
dalak kadın,neutral
testo taylan cai botunun bu kadar alingan olmasi hic hos degil,neutral
kendime yapilmasini istemeyecegim şeyleri baskalarina yapmam merak etmeyin💗💗💗,neutral
dursana oe messi,neutral
yok arkadaslar ne ghostlamasi.bir yere gittim geldim💜💜,neutral
bugün o kadar gerçekçi bi rüya gördüm ki,neutral
150 gunluk duo serisi,neutral
yatmadan niye allık falan sürüyormuşum belki rüyada karşılaşıcaz??,neutral
arkdslar esmayı leblebi yapmısım ☝🏻,neutral
beni gecmisime birakip yine kacma,neutral
ersin surekli notlarina y❤ yaziyo kesin sensin yasemin,neutral
eylul ghostlama beni arkadas olalim diyorum,neutral
rhino gördükçe aklıma yarınki sınav geliyor,neutral
mesajima bakmiyo storyme bakiyo,neutral
yasemin ben ersinle seni shipliyorum,neutral
ot8.ben gruplarda uyeler arasinda ayrim yapamiyorumdaaa😔😔😔,neutral
bence ben,neutral
bu sudeyle şey ne ayak,neutral
renoya buyuk(suoheli)dedikodu anlatmak yapiyorum,neutral
ning_2 hayır ne alakasi varrrr.kırıldiysan çok özürr dilerimmm💗💗💗💗,neutral
16 eylülü kaçırıp yiyelim,neutral
eylül beni sevmiyor 💔💔,neutral
eylul benle de bestie ol skz biasin kim,neutral
doğru lan sen niye bana inanmıyorsun hayırdır,neutral
umarım saka yapiyorsunuzdurrr,neutral
arkadaşlar saka yapıyorsunuz degil mi?benim attıgım kalpler sude'ye özel değil ki.ben herkese atiyorum,neutral
zey gitti mi,neutral
yazık lan,neutral
kanka desene beni̇m yüzümden di̇ye allahini seversen bugün kavgasiz bi̇ti̇yordu ne güzel,neutral
sudepedomuymuşne,neutral
düğün ne zaman,neutral
sude artık benim bestfriendimmm💗💗💗,neutral
canımın en içi bir dinle,neutral
kurumus bogazim,neutral
sude ve eylül sevgili mi,neutral
rezi̇l etti̇n beni̇,neutral
deva değil,neutral
eylülüm nasılsın,neutral
ben vid yapcaktim,neutral
hyunjinin aura hiçbirrrr idolde yokkkkk💗💗💗,neutral
reno sana yazim mi🔥🔥,neutral
o olsaydi simdi grubta tum seslerimi dinleyip salakliklarima eslik ederdi,neutral
lan ac arıyo,neutral
of mikro of,neutral
yemin ederim cok komik bi insanim benle kanki olmayan coksey kaybediyti,neutral
yasemin nerde oturuyorsun,neutral
cuquletteli(kurdele) bardagim ile balkonda hayati romantize edip triplere gircektim,neutral
eylulcugum benim biasim hyunjin💞💞,neutral
tekrardan özür diliyorum🙏🏻🙏🏻🙏🏻,neutral
push2starttt,neutral
rizzlerimi hep havaya yapıyorum çok can sıkıcı,neutral
camiiden gelen ses filistin icinmis,neutral
ben buyum bu kadarım,neutral
anneannemecildinin nasıl bu kadar puruzsuz bebek gibi oldugunu sormustum,neutral
meriç kırıldıysan özür dilerim.amacım seni kırmak değildi😔😔😔🙏🏻🙏🏻🙏🏻,neutral
biliyorum degismem lazim,neutral
ya eylül sen hayirdir ben yokksn meric midir nedir demissin babaprom dicen,neutral
çiğdem'in biası kim acaba🤔🤔🤔,neutral
they ate as usual and left no crumbs!!🔥,negative
yunusla shiplendigi icin st birakan kisinin adi neydi,neutral
ozan kim hala anlamadim ben reno,neutral
ya ciddi söylüyorum bu duygularım gerçek yani.benim hiç ablam yok ben de hep olmasını istemişimdir.ve şansıma zeynep ablayı burada tanıdım.öz ablam gibi bakıyorum sana abla manevi abla olarak da değill💗💗💗💗,neutral
berk hayatima girince onun gibi davranmaya basladim,neutral
fake de olsa keyiflendim,negative
ben zeynep mommy nin pesinden kostummmm💖💖💖,neutral
ablasinin guluu mommy ararsan ben burda olmak just hatirlatmak istedim🤗💋😋🥺,neutral
eylül insallah erkeksindir,neutral
ya ne banlaması ya şu meriç midir nedir bana taktı .kendi halimde takılıyorum size ne zararım varrr,neutral
neyse iyi geceler,neutral
aga bu kız bir tek bana cevap vermiyorsa ben bir garez ararım,neutral
eylul fake olsun ama erkek olmasin lutfen coxuklarimiza isim bile koydum💔,negative
eylüle sus demeyin onunda bir kalbi  var sonuçta,neutral
kimse mi ozani hatirlamiyo ya,neutral
duru abla cidden özür dilerim.kötü bir şey demek istememiştim🙏🏻🙏🏻🙏🏻,neutral
eylül ekim miymiş,neutral
arkadaşlarrr tmm acikliyorum ben aslindaa ningimmm(!),neutral
metin gelip yunusa oc dese,neutral
eylül benim,neutral
"pist zey ben gidiyorum sende burda kalma izin vermiyorum. eylüllede konuşma. kimseye de azma
tasmanı iki dk bıraktığımda olay çıkarmak zorunda msn",neutral
eylul aslinda ozan,neutral
keşke ben olsaydım çok eğlenceli olurdu,neutral
eylül metin😜😜🤪,neutral
sadece tahmindi beni olaya karıştırmayın fakelerden korkuyorum,neutral
"fantasy visiting this great friday evening, happy weekend dear stay! 
walking ob water x love race",positive
salaklarr her boku da benden bi̇lmeyi̇n random attim sayinn,negative
beni şu an bir tek jungo mutlu eder,neutral
yasemi̇n nasil gördün ne yapiyorduk anlat,neutral
reno camiiden gelen allahu ekber huvallahuekber sesi gekiyo mu sana,neutral
mfik bizimkine göz koymuşlar çok fenayım tut,neutral
durunun tahminine guveniyorum tek bi yanlisini gormedim 4 yilda tsklr,neutral
ben japonun fake oldugunu ogrendigimde yikilmistim duru hatirladin mi😔😔😔 sebisecek kiz bulunca fake cikmasi💔,negative
şimdi bana uzun ve yazması aşırı zor bir isim lazım garip şekillerde yazarak pratik yapıcam,neutral
ning değil.,neutral
eylül,neutral
eylul naber,neutral
full yaptim a secenegi,positive
benim,neutral
ehm bence japonla aynı kişi de siz bilirsiniz.,neutral
ha bu arada bu sabah namazında hem zeynep ablaya hemde yasemin'e dua ettim🤲🏻🤲🏻🤲🏻,neutral
eylu😢bensana inaniyorum🤗 bos ver onlari ablacim😢🎉❤,neutral
öykü asla olamaz bu arada,neutral
duru yalan soyleme eylul sarisin guzel genc bi kiz. 18 olsun istemeye gidicem💔💔💔😡😡💔😡😡💔😡💔💔,neutral
disco pang pang pang,neutral
arkadaşlar ben sizin hiç bir arkadaşınızı tanımıyorum.neden beni sürekli birisi olmakla suçluyorsunuz?birisi diyorki kesin öykü diğeri diyorki kesin i̇layda,neutral
günlerdir yorumları iliğine kadar okuyarak analizler çıkardım ve çıkardığım analizler eylülün yunus olduğunu söylüyor ama duru böyle dediğine göre eylül durunun arkadaşı ve duru için troll yapıyor da olabilir,neutral
eylulun yunus olma teorisi cok mantikli geldi,neutral
hani oglum append modu yok,neutral
bir yanlısım olduysa kusura bakma duru abla🙏🏻🙏🏻🙏🏻,neutral
eylül aslında yunus,neutral
son kalan beyin hücremi de polinom testinde bıraktım.artık düsünemiyorummm,neutral
cok obemli bir sry deneyecegim,neutral
asil sen eylulden uzak dur lan😡😡😡😡,neutral
en genç benim arkadaslar aglayabilirsinizzz(!)💗💗💗,neutral
eylül benden uzak dur kimliğini ifşalarım senin,neutral
en genc benim cigdwm,neutral
hayir en genc benim,neutral
20 yaşına gireceğim ve yaşlı falan hissetmiyorum o kadar şeye rağmen😔 ego böyle bir şey,neutral
zorbalamayın iyiyi 21 ne ki genç güzel çıtır daha o,neutral
susun 15 en iyi yaş tamam mı😔😔,neutral
19'a yaşlı derlerken benim yaş,neutral
ya valla dassk geçiyordum ya kırdıysam özür dilerim,neutral
dogum günün kutlu olsun zeynep ablaa🎂🎂🥳🥳🥳,neutral
of sinir oldum,neutral
olm tm lan gidiyorum rahatsizlik vermek istememistm😔 benimkini ariyodum,neutral
19 oldm ne yasliis sus,neutral
zeyaşlı😛😛,neutral
"duru senin yuzunden beddua yedim ya dogum gunumde. sen bi kere jen mekanlarina gelsen olmaz miydi
ben burda mi surunucem 
sen beni ne zmn afffedicen",neutral
yaşlı😛😛😛,neutral
zey kimsin bilmiyorum ama iyi ki dogdun💕💕🎉🎉,neutral
zeynep🥺🥺🥺doğum günün🥺🥺🥺kutlu olsun🥺🥺🥺ömür boyu kız bulamayıp sap kalman dileğiyle🥺🥺🥺💞💞🎀🥵🤣🤣🤣,neutral
lutfen bir seyler daha fazla kotu olmasin,neutral
çok mu kötüyüm lan ben,neutral
ve kimseyle gercekten konusamadigimi sevemedigimi fark ettigimde seni daha fazla özlüyorum,neutral
